sample_name	reference	strain	sampleacc	studyaccession	species	species_match	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	date	strain2	main_st	neonate	major_wards	amikacin_30	ampicillin_10	ampicillin_2	augmentin_30	cefoxitin_10_(clox)	cefoxitin_30	cefpodoxime_10	cefpodoxime_10_(ceftriaxone)	ceftazidime	ceftriaxone_30	ceftriaxone_5	chloramphenicol_10	chloramphenicol_30	ciprofloxacin_(e-test)	ciprofloxacin_5	co-trimoxazole_25	cotrimoxazole_25	erythromycin_15	erythromycin_5	gentamicin_10	gentamicin10	meropenem	meropenem_10	oxacillin_1_(pen)	pefloxacin_5	penicillin_1	piperacillin/_tazobactam(ptz)	piperacillin/tazobactam_36	quinupristin/dalfopristin_(qd15)	tetracycline_10	tetracycline_30	vancomycin_5
ERR2497254	Cornick et al 2021	22072_1#113	ERS1530972	ERP021324	Klebsiella pneumoniae	strong	0	1	8	19	2014	NA	ST14	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497255	Cornick et al 2021	22072_1#114	ERS1530973	ERP021324	Klebsiella pneumoniae	strong	0	1	9	15	2014	NA	ST340	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497258	Cornick et al 2021	22072_1#117	ERS1530976	ERP021324	Klebsiella pneumoniae	strong	0	1	7	9	2014	NA	other	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497260	Cornick et al 2021	22072_1#119	ERS1530978	ERP021324	Klebsiella pneumoniae	strong	0	1	9	15	2014	NA	ST340	n	CHATINKHA NURSERY	S	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497261	Cornick et al 2021	22072_1#120	ERS1530980	ERP021324	Klebsiella pneumoniae	strong	0	1	9	15	2014	NA	ST340	n	CHATINKHA NURSERY	S	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497262	Cornick et al 2021	22072_1#121	ERS1530981	ERP021324	Klebsiella pneumoniae	strong	0	1	9	15	2014	NA	ST340	n	CHATINKHA NURSERY	S	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497263	Cornick et al 2021	22072_1#122	ERS1530982	ERP021324	Klebsiella pneumoniae	strong	0	1	9	15	2014	NA	ST340	n	CHATINKHA NURSERY	S	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497264	Cornick et al 2021	22072_1#123	ERS1530983	ERP021324	Klebsiella pneumoniae	strong	0	1	9	16	2014	NA	ST340	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497265	Cornick et al 2021	22072_1#124	ERS1530984	ERP021324	Klebsiella variicola subsp. variicola	strong	0	0	0	0	2014	NA	other	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497266	Cornick et al 2021	22072_1#125	ERS1530985	ERP021324	Klebsiella pneumoniae	strong	0	1	9	16	2014	NA	ST340	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497267	Cornick et al 2021	22072_1#126	ERS1530986	ERP021324	Klebsiella pneumoniae	strong	1	1	7	12	2014	NA	ST391	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497268	Cornick et al 2021	22072_1#127	ERS1530987	ERP021324	Klebsiella pneumoniae	strong	1	1	8	13	2014	NA	ST391	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497269	Cornick et al 2021	22072_1#128	ERS1530988	ERP021324	Klebsiella pneumoniae	strong	0	0	0	0	2015	NA	other	n	CHATINKHA NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497270	Cornick et al 2021	22072_1#129	ERS1530989	ERP021324	Klebsiella pneumoniae	strong	0	1	9	15	2015	NA	ST340	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497271	Cornick et al 2021	22072_1#130	ERS1530990	ERP021324	Klebsiella pneumoniae	strong	0	1	6	9	2015	NA	ST14	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497272	Cornick et al 2021	22072_1#131	ERS1530992	ERP021324	Klebsiella pneumoniae	strong	0	1	6	9	2015	NA	ST14	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497273	Cornick et al 2021	22072_1#132	ERS1530995	ERP021324	Klebsiella pneumoniae	strong	0	1	6	9	2015	NA	ST14	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497275	Cornick et al 2021	22072_1#134	ERS1530997	ERP021324	Klebsiella pneumoniae	strong	0	1	6	9	2015	NA	ST14	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497276	Cornick et al 2021	22072_1#135	ERS1530998	ERP021324	Klebsiella pneumoniae	strong	0	1	6	6	2015	NA	ST17	n	CHATINKHA NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497277	Cornick et al 2021	22072_1#136	ERS1531000	ERP021324	Klebsiella pneumoniae	strong	0	1	8	15	2015	NA	other	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497278	Cornick et al 2021	22072_1#137	ERS1531001	ERP021324	Klebsiella pneumoniae	strong	1	1	7	8	2015	NA	ST17	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497279	Cornick et al 2021	22072_1#138	ERS1531002	ERP021324	Klebsiella pneumoniae	strong	0	1	4	5	2015	NA	ST36	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497280	Cornick et al 2021	22072_1#139	ERS1531003	ERP021324	Klebsiella pneumoniae	strong	0	1	6	9	2015	NA	ST14	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497281	Cornick et al 2021	22072_1#140	ERS1531007	ERP021324	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	0	0	0	0	2014	NA	other	n	PAEDIATRIC NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497283	Cornick et al 2021	22072_1#142	ERS1531009	ERP021324	Klebsiella pneumoniae	strong	0	1	9	17	2013	NA	ST340	n	PAEDIATRIC MOYO WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497284	Cornick et al 2021	22072_1#143	ERS1531011	ERP021324	Klebsiella pneumoniae	strong	5	1	6	6	2013	NA	other	n	PAEDIATRIC MOYO WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497286	Cornick et al 2021	22072_1#145	ERS1531014	ERP021324	Klebsiella pneumoniae	strong	1	1	6	11	2015	NA	other	n	PAEDIATRIC MOYO WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497287	Cornick et al 2021	22072_1#146	ERS1531015	ERP021324	Klebsiella pneumoniae	strong	1	0	6	6	2014	NA	other	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	R	NA	NA	NA	S	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497288	Cornick et al 2021	22072_1#147	ERS1531017	ERP021324	Klebsiella pneumoniae	strong	0	1	6	8	2015	NA	ST14	n	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497290	Cornick et al 2021	22072_1#149	ERS1531019	ERP021324	Klebsiella pneumoniae	strong	1	1	7	11	2013	NA	ST1552	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497294	Cornick et al 2021	22072_1#153	ERS1531024	ERP021324	Klebsiella pneumoniae	strong	1	1	7	8	2015	NA	ST307	n	PAEDIATRIC ONCOLOGY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497295	Cornick et al 2021	22072_1#154	ERS1531027	ERP021324	Klebsiella pneumoniae	strong	1	1	7	9	2015	NA	ST307	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497296	Cornick et al 2021	22072_1#155	ERS1531028	ERP021324	Klebsiella pneumoniae	strong	0	1	7	7	2015	NA	other	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497297	Cornick et al 2021	22072_1#156	ERS1531030	ERP021324	Klebsiella pneumoniae	strong	0	1	6	8	2015	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497298	Cornick et al 2021	22072_1#157	ERS1531033	ERP021324	Klebsiella pneumoniae	strong	1	1	7	9	2015	NA	ST307	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497301	Cornick et al 2021	22072_1#160	ERS1531036	ERP021324	Klebsiella pneumoniae	strong	0	0	0	0	2015	NA	other	n	PAEDIATRIC NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497302	Cornick et al 2021	22072_1#161	ERS1531037	ERP021324	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	0	1	9	17	2012	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497303	Cornick et al 2021	22072_1#162	ERS1531038	ERP021324	Klebsiella pneumoniae	strong	0	1	9	17	2015	NA	ST340	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497304	Cornick et al 2021	22072_1#163	ERS1531039	ERP021324	Klebsiella pneumoniae	strong	1	1	5	8	2014	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497305	Cornick et al 2021	22072_1#164	ERS1531040	ERP021324	Klebsiella pneumoniae	strong	0	1	9	17	2012	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497306	Cornick et al 2021	22072_1#165	ERS1531041	ERP021324	Klebsiella pneumoniae	strong	0	0	5	7	2015	NA	ST14	n	A ETC	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497307	Cornick et al 2021	22072_1#166	ERS1531042	ERP021324	Klebsiella pneumoniae	strong	0	1	8	14	2015	NA	other	n	PAEDIATRIC MOYO WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497308	Cornick et al 2021	22072_1#167	ERS1531043	ERP021324	Klebsiella pneumoniae	strong	0	1	6	6	2014	NA	other	n	CHATINKHA NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497309	Cornick et al 2021	22072_1#168	ERS1531044	ERP021324	Klebsiella pneumoniae	strong	1	1	9	16	2013	NA	ST36	n	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497310	Cornick et al 2021	22072_1#169	ERS1531045	ERP021324	Klebsiella pneumoniae	strong	0	0	4	6	2013	NA	other	n	PAEDIATRIC NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497378	Cornick et al 2021	22072_1#237	ERS1531126	ERP021324	Klebsiella pneumoniae	strong	0	0	6	11	2013	NA	ST17	n	PAEDIATRIC NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497380	Cornick et al 2021	22072_1#239	ERS1531128	ERP021324	Klebsiella pneumoniae	strong	0	1	9	17	2013	NA	ST340	n	PAEDIATRIC NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497381	Cornick et al 2021	22072_1#240	ERS1531129	ERP021324	Klebsiella pneumoniae	strong	1	1	7	13	2013	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497382	Cornick et al 2021	22072_1#241	ERS1531130	ERP021324	Klebsiella pneumoniae	strong	3	1	7	10	2013	NA	other	n	PAEDIATRIC MOYO WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497384	Cornick et al 2021	22072_1#243	ERS1531132	ERP021324	Klebsiella pneumoniae	strong	0	1	6	8	2015	NA	ST14	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497387	Cornick et al 2021	22072_1#246	ERS1531135	ERP021324	Klebsiella variicola subsp. variicola	strong	1	0	0	0	2013	NA	other	n	PAEDIATRIC SPECIAL CARE WARD	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497388	Cornick et al 2021	22072_1#247	ERS1531136	ERP021324	Klebsiella pneumoniae	strong	0	1	7	14	2013	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497389	Cornick et al 2021	22072_1#248	ERS1531137	ERP021324	Klebsiella pneumoniae	strong	0	0	3	3	2013	NA	other	n	PAEDIATRIC A&E	S	R	NA	S	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497390	Cornick et al 2021	22072_1#249	ERS1531138	ERP021324	Klebsiella pneumoniae	strong	0	0	0	0	2012	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497391	Cornick et al 2021	22072_1#250	ERS1531140	ERP021324	Klebsiella variicola subsp. variicola	strong	0	0	0	0	2013	NA	other	n	PAEDIATRIC NURSERY	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497235	Cornick et al 2021	22072_1#94	ERS1521635	ERP021324	Klebsiella pneumoniae	strong	0	1	8	12	2012	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497236	Cornick et al 2021	22072_1#95	ERS1530953	ERP021324	Klebsiella pneumoniae	strong	0	1	8	12	2012	NA	ST14	n	CHATINKHA NURSERY	NA	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497237	Cornick et al 2021	22072_1#96	ERS1530954	ERP021324	Klebsiella pneumoniae	strong	0	1	9	17	2013	NA	ST340	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497238	Cornick et al 2021	22072_1#97	ERS1530955	ERP021324	Klebsiella pneumoniae	strong	0	1	8	11	2013	NA	other	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497239	Cornick et al 2021	22072_1#98	ERS1530956	ERP021324	Klebsiella pneumoniae	strong	0	1	3	3	2014	NA	other	n	CHATINKHA NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2497240	Cornick et al 2021	22072_1#99	ERS1530957	ERP021324	Klebsiella pneumoniae	strong	0	1	6	6	2014	NA	other	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504245	Lester et al 2022	30602_7#11	ERS3502226	ERP115360	Klebsiella pneumoniae	strong	0	0	0	0	2018	NA	ST17	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504309	Lester et al 2022	30602_7#138	ERS3502276	ERP115360	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504247	Lester et al 2022	30602_7#14	ERS3502227	ERP115360	Klebsiella pneumoniae	strong	0	1	6	6	2018	NA	ST35	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504317	Lester et al 2022	30602_7#154	ERS3502280	ERP115360	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504319	Lester et al 2022	30602_7#158	ERS3502281	ERP115360	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504321	Lester et al 2022	30602_7#162	ERS3502282	ERP115360	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504331	Lester et al 2022	30602_7#182	ERS3502287	ERP115360	Klebsiella pneumoniae	strong	0	1	8	13	2018	NA	ST1552	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504332	Lester et al 2022	30602_7#185	ERS3502192	ERP115360	Klebsiella pneumoniae	strong	0	1	9	19	2018	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504335	Lester et al 2022	30602_7#190	ERS3502289	ERP115360	Klebsiella pneumoniae	strong	0	1	8	12	2018	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504348	Lester et al 2022	30602_7#218	ERS3502200	ERP115360	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504366	Lester et al 2022	30602_7#256	ERS3502311	ERP115360	Klebsiella pneumoniae	strong	1	1	8	12	2018	NA	ST607	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504377	Lester et al 2022	30602_7#272	ERS3502315	ERP115360	Klebsiella pneumoniae	strong	1	1	8	14	2018	NA	ST39	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504394	Lester et al 2022	30602_7#296	ERS3502321	ERP115360	Klebsiella pneumoniae	strong	1	1	7	11	2018	NA	ST39	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504397	Lester et al 2022	30602_7#300	ERS3502322	ERP115360	Klebsiella pneumoniae	strong	0	1	8	12	2018	NA	ST307	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504450	Lester et al 2022	30602_7#373	ERS3502342	ERP115360	Klebsiella pneumoniae	strong	0	1	6	9	2018	NA	ST35	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR4504264	Lester et al 2022	30602_7#46	ERS3502254	ERP115360	Klebsiella pneumoniae	strong	0	1	7	12	2018	NA	ST39	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
